시군명,지식산업센터명칭,위도,경도,소재지지번주소,소재지도로명주소,용도지역,부지면적(㎡),건축면적(㎡),층수(지하/지상),공장시설면적(㎡),기타산업시설면적(㎡),지원시설면적(㎡),공동시설면적(㎡),유치가능업체수,입주업체수,공장동수,분양형태,공사진행상황,허가일자,착공일자,준공일자,사용승인일,사업자등록번호,데이터기준일자,전화번호,비고
파주시,도서출판세화,37.7167888539,126.6908063130,경기도 파주시 서패동 469-2,경기도 파주시 회동길325-22,준공업,1001,,,2134.19,,218,,7,,,,,2020-03-27,,,,,2023-07-20,,
파주시,돌베개,37.7072560751,126.6873250740,경기도 파주시 문발동 532-4,경기도 파주시 회동길 77-20,준공업,912,,,837,,204,,6,,,,,2023-04-27,,,,,2023-07-20,,
파주시,뚜르드까망,37.7163216975,126.6923431061,경기도 파주시 서패동 472-3,경기도 파주시 회동길349,준공업,659.6,,,1106.94,,256,,10,,,,,2021-02-09,,,,,2023-07-20,,
파주시,명필름,37.7234941946,126.6933772429,경기도 파주시 문발동 627,경기도 파주시 회동길 530-20,준공업,3295,,,6438,,1572,,12,,,,,2023-03-13,,,,,2023-07-20,,
파주시,몽스패밀리,37.7213453449,126.6941494337,경기도 파주시 문발동 639-1,경기도 파주시 회동길471,준공업,688.4,,,1057.35,,169,,9,,,,,2021-08-11,,,,,2023-07-20,,
파주시,밝은미래,37.7211995946,126.6939240776,경기도 파주시 문발동 639-2,경기도 파주시 회동길455-2,준공업,684.4,,,1454.26,,249,,7,,,,,2020-03-27,,,,,2023-07-20,,
파주시,백산,37.7169597142,126.6933800218,경기도 파주시 서패동 473,경기도 파주시 회동길 370,준공업,1034.51,,,1361.7,,340,,9,,,,,2020-03-16,,,,,2023-07-20,,
파주시,시조사지식산업센터,37.7204843530,126.6934552691,경기도 파주시 문발동 638-3,경기도 파주시 회동길445-2,준공업,3243.6,,,3021.93,,748,,8,,,,,2021-07-15,,,,,2023-07-20,,
파주시,아카넷,37.7209888164,126.6934157590,경기도 파주시 문발동 638-1,경기도 파주시 회동길 445-3 (문발동),준공업,661.9,,,1330.84,,287,,8,,,,,2020-12-04,,,,,2023-07-20,,
파주시,아트팩토리NJF,37.7215211552,126.6948169907,경기도 파주시 문발동 626-11,경기도 파주시 회동길480,준공업,10654.4,,,22048.29,,5209,,321,,,,,2019-02-26,2019-02-26,2020-11-04,2020-11-04,,2023-07-20,,
파주시,엄마마음,37.7165488735,126.6926129450,경기도 파주시 서패동 472-2,경기도 파주시 회동길 357 (서패동),준공업,1385.9,,,2534.09,,447,,7,,,,,2019-02-25,,,,,2023-07-20,,
파주시,운정한강듀클래스,37.7326978222,126.7667024534,"경기도 파주시 와동동 1484, 1484-2",경기도 파주시 가람로116번길 107 (와동동),준주거,6257.6,3669.52,,6884,,1755,,304,,,,사용승인,2019-03-27,2019-04-10,,2020-10-08,,2023-07-20,031-947-5400,
파주시,자음과모음,37.7169528685,126.6910654895,경기도 파주시 서패동 469-1,경기도 파주시 회동길 325-20,준공업,1313.9,,,2029.91,,504,,13,,,,,2023-04-26,,,,,2023-07-20,,
파주시,제이티스스튜디오,37.7059895680,126.6853422835,경기도 파주시 문발동 529-2,경기도 파주시 회동길 37-14,준공업,926.4,,,1600.54,,239,,11,,,,,2019-02-25,,,,,2023-07-20,,
파주시,청아출판사,37.7164739762,126.6922053005,경기도 파주시 서패동 472-1,경기도 파주시 회동길363-15,준공업,690.6,,,1362.14,,327,,21,,,,,2019-05-21,,,,,2023-07-20,,
파주시,푸른사상사,37.7165968844,126.6917274316,경기도 파주시 서패동 470-6,경기도 파주시 회동길 337-16 (서패동),준주거,678.3,,,1347.95,,310,,8,,,,,2020-12-02,,,,,2023-07-20,,
파주시,흙마당,37.7170917172,126.6929133992,경기도 파주시 서패동 470-3,경기도 파주시 회동길373,준공업,963.9,,,2041.69,,492,,9,,,,,2019-02-25,,,,,2023-07-20,,
이천시,NLS이천타워,37.2326635483,127.4945549686,경기도 이천시 대월면 사동리 175-16,경기도 이천시 대월면 대월로 866,자연녹지,9592,5936.07,B0/4,5102.875,,,,8,8,1,,사용승인,2022-03-25,2022-06-13,,2023-02-28,,2023-07-28,,
이천시,STK아파트형공장,37.2503373135,127.4736366210,경기도 이천시 고담동 71-1번지,경기도 이천시 대산로288번길 107,자연녹지,4646,14980.78,B2/6,9285.12,,,,16,16,1,,사용승인,2002-02-21,1997-01-14,,2008-02-28,,2023-07-28,,
이천시,우리자연홀딩스㈜외 4개사,37.2708257109,127.4033042612,경기도 이천시 마장면 장암리 149-5번지,경기도 이천시 마장면 서이천로 556,농림,26600,9939.86,B1/4,4264.6,,,,6,2,1,,사용승인,2012-11-02,2013-05-10,,2014-09-25,,2023-07-28,,
안성시,벤처타운,37.0007674227,127.3237711713,경기도 안성시 금광면 금광리 102-1,경기도 안성시 금광면 금광초교길 46,도시지역,1394,404,B1/3,660,99,55,90,6,6,1,분양+임대,사용승인,,,,2001-12-21,1258300321,2023-03-08,,
김포시,The Big Barn,37.6157026214,126.6222420686,경기도 김포시 양촌읍 학운리 2980-1번지,경기도 김포시 황금로109번길 74,일반공업,3759,2652,B1/5,8447,,1350,,0,,1,분양,준공,2013-08-09,2013-08-29,2014-05-02,2014-05-02,,2023-07-28,031-8049-3920,
김포시,㈜디아이엠,37.6151916092,126.6226106542,경기도 김포시 양촌읍 학운리 2980-4번지,경기도 김포시 황금로109번길 80,일반공업,2414,1372,B1/4,2579,,600,,12,,1,분양,준공,2015-05-26,2015-10-23,2016-06-24,2016-06-24,,2023-07-28,031-998-0005,
김포시,경동미르웰시티,37.6412471573,126.6839189301,"경기도 김포시 장기동 2008-4,-5",경기도 김포시 태장로 741,준주거,11561,6926,B3/7,28977,,7356,,150,,1,분양,준공,2018-04-06,2018-06-15,2020-06-15,2020-06-15,,2023-07-28,031-996-1446,
김포시,금광테크노벨리,37.6398454906,126.6819507496,경기도 김포시 장기동 2008-1,경기도 김포시 태장로 765,준주거,5205,3121,B3/7,15449,,1673,,298,,1,분양,준공,2018-05-21,2018-06-01,2020-03-03,2019-11-30,,2023-07-28,031-986-7650,
김포시,금광하이테크시티,37.6381652697,126.6801103797,경기도 김포시 장기동 2083-4,경기도 김포시 태장로 789,준주거,8111,4837,B3/7,21076,,3944,,420,,1,분양,준공,2018-08-30,2020-03-13,2021-11-30,2021-11-30,,2023-07-28,031-5177-8991,
김포시,김포테라비즈,37.6407454279,126.6830516622,경기도 김포시 장기동 2008-3,경기도 김포시 태장로 751,준주거,5179,3101,B3/7,12551,,4726,,240,,1,분양,준공,2018-03-13,2018-03-23,2019-11-15,2019-11-15,,2023-07-28,031-986-9974,
김포시,김포한강듀클래스,37.6527910519,126.6380165644,경기도 김포시 구래동 6877-5,경기도 김포시 김포한강5로 321,준주거,13825,8265,B2/15,100522,,11518,,798,,1,분양,준공,2020-04-14,2020-08-24,2022-12-14,2022-12-14,,2023-07-28,,
김포시,김포한강르네상스첨단비즈나인,,,경기도 김포시 구래동 6877-10,,준주거,12286,,B3/15,48699,,2087,,350,,,분양,건설중,,,,,,2023-07-28,,
김포시,뉴테크산업지식센타,37.6151430922,126.6221466711,경기도 김포시 양촌읍 학운리 2980-3번지,경기도 김포시 황금1로80번길 55,일반공업,1674,1069,B1/4,2482,,730,,12,,1,분양,준공,2015-07-03,2015-08-17,2016-03-25,2016-03-25,,2023-07-28,031-989-4135,
김포시,대성지식산업센터,37.6150034371,126.6215477941,경기도 김포시 양촌읍 학운리 2980-2번지,경기도 김포시 황금1로80번길 39,일반공업,4089,3247,B1/4,8182,,1225,,12,,1,분양,준공,2014-12-26,2016-12-28,2018-01-24,2018-01-24,,2023-07-28,031-996-3181,
김포시,디원시티,37.6440365127,126.6181342096,"경기도 김포시 구래동 6871-7,-8,-9",경기도 김포시 김포한강10로133번길 127,준주거,8284,4955,B4/10,23362,,9777,,397,,1,분양,준공,2018-06-28,2018-07-18,2020-12-11,2020-12-11,,2023-07-28,0507-1410-2400,
김포시,디원시티 시그니처,37.6427244324,126.6186484508,경기도 김포시 구래동 6871-12~15,경기도 김포시 김포한강10로133번길 107,준주거,9488,5684,B3/10,29992,,5448,,610,,1,분양,준공,2020-02-27,2020-03-31,2022-04-08,2022-04-08,,2023-07-28,031-8035-2490,
김포시,라보진,37.5935150519,126.7962303180,경기도 김포시 고촌읍 전호리 722번지,경기도 김포시 아라육로 16,일반공업,10251,2651,B2/6,16722,,601,,10,,1,임대,준공,2014-07-09,2014-08-06,2015-10-19,2015-10-19,,2023-07-28,,
김포시,리브타워,,,경기도 김포시 구래동 6871-16,,준주거,2495,,B3/10,10548,,1886,,810,,,분양,건설중,,,,,,2023-07-28,,
김포시,마스터비즈파크,37.6378369233,126.6808507018,경기도 김포시 장기동 2083-6,경기도 김포시 태장로795번길 23,준주거,7045,4197,B3/7,20131,,2173,,374,,1,분양,준공,2017-11-01,2017-11-30,2019-07-19,2019-07-19,,2023-07-28,031-987-0630,
김포시,샹보르영무파라드김포한강,37.6452406961,126.6176552318,"경기도 김포시 구래동 6871-60,-61",경기도 김포시 김포한강10로133번길 165,준주거,4935,2960,B3/10,15536,,3562,,420,,1,분양,준공,2018-11-20,2019-11-27,2022-03-08,2022-03-08,,2023-07-28,,
김포시,센트레비즈,,,경기도 김포시 구래동 6871-23,,준주거,7459,,B3/10,21666,,3728,,1280,,,분양,건설중,,,,,,2023-07-28,,
김포시,이젠,37.6165068253,126.6213034910,경기도 김포시 양촌읍 학운리 2979번지,경기도 김포시 황금로 117,일반공업,51238,29817,B1/9,115258,,24130,,606,,3,분양,준공,2007-04-10,2007-03-15,2009-03-10,2009-03-10,,2023-07-28,031-999-7114,
김포시,일호,37.6153400693,126.6256115183,"경기도 김포시 양촌읍 학운리 3050,3050-1",경기도 김포시 황금1로80번길 130,일반공업,33046,23314,B1/10,34727,,11941,,117,,5,분양,준공,2010-05-18,2010-06-18,2013-05-13,2013-05-13,,2023-07-28,,
김포시,좋은밸리,37.6154527932,126.6213725483,경기도 김포시 양촌읍 학운리 2980번지,경기도 김포시 황금로127번길 69,일반공업,3759,2876,B1/6,6457,,563,,5,,1,임대,준공,2013-08-09,2013-08-29,2014-05-19,2014-05-19,,2023-07-28,031-985-8601,
김포시,한강신도시G타워,37.6402726936,126.6824674488,경기도 김포시 장기동 2008-2,경기도 김포시 태장로 755,준주거,5161,3080,B3/7,15191,,1900,,100,,1,분양,준공,2017-11-30,2018-02-22,2019-10-23,2019-10-23,,2023-07-28,031-5175-7777,
화성시,FIRST KOREA,37.2139327190,127.0919702799,경기도 화성시 영천동 204-3번지,경기도 화성시 동탄첨단산업1로 58 (영천동),준주거,4332,20892.29,B2/10,8741.14,,2164.9,9986.25,200,,,분양,사용승인,,,2019-04-24,2019-04-24,,2024-02-26,,
화성시,M-TOPIA,,,경기도 화성시 동탄2택지지구 지원4 (B/L),,준주거,15008,91050.24,B2/20,33676,,5256.83,52116.98,150,,,분양,착공전,2022-03-10,2022-08-02,,,6928101087,2024-02-26,02-523-5200,
화성시,SH TIME SQUARE 1,37.2099604531,127.0980999904,경기도 화성시 영천동 853-3,경기도 화성시 동탄대로 635 (영천동),준주거,6705,43646.33,B2/15,17520.64,,4372.66,21753.03,176,,,분양,사용승인,2016-06-09,2016-10-01,2018-09-06,2018-09-06,1208707104,2024-02-26,033-490-5868,
화성시,SH TIME SQUARE 2,37.2145210420,127.1006116951,경기도 화성시 영천동 846-2,경기도 화성시 동탄대로 683,준주거,6541,35576.23,B2/10,14323.68,,3492.13,17760.42,364,,,분양,사용승인,2017-09-15,2017-12-15,2019-07-05,2019-07-05,1208707104,2024-02-26,033-490-5868,
화성시,YK퍼스트타워,37.2111664290,127.0922669297,경기도 화성시 영천동 834-1,경기도 화성시 동탄기흥로 565 (영천동),준주거,2665,12840.49,B2/10,5136.18,,1283.76,6420.55,159,,,분양,사용승인,2015-11-13,2015-12-22,2017-05-02,2017-05-02,,2024-02-26,031-8017-7700,
화성시,㈜더퍼스트진양,,,경기도 화성시 동탄2택지지구 지원27-1(B/L),,준주거,4333,24873.47,B3/26,10528.05,,266.34,14079.08,120,,,분양,착공전,2022-05-27,,,,2158802044,2024-02-26,031-204-7750,
화성시,㈜유앤미개발 지식산업센터,,,경기도 화성시 동탄2택지지구 지원27-5(B/L),,준주거,10692,69800.83,B2/22,26100.48,,6331.83,37368.52,482,,,분양,착공전,2021-11-26,,,,,2024-02-26,02-3431-9000,
화성시,㈜투게더홀딩스지식산업센터,,,"경기도 화성시 동탄2택지지구 지원52-1,2(B/L)","경기도 화성시 동탄2택지지구 지원52-1,2(B/L)",준주거,11728,80284.32,B3/20,29916.95,,7685.7,42681.67,554,,,분양,착공전,2021-11-25,,,,1208707104,2024-02-26,02-2055-0000,
화성시,㈜홈에이스산업,37.1166967876,126.9216796119,경기도 화성시 향남읍 방축리 465,,준주거,5046.2,34931.52,B2/9,332562.92,,2368.6,,144,,,분양,착공전,2023-03-03,,,,,2024-02-26,,
화성시,골든아이타워,37.2109267347,127.0933388797,경기도 화성시 영천동 839-1,경기도 화성시 동탄기흥로 570-6 (영천동),준주거,5585,29977.78,B3/11,12270.31,,3009.75,14697.72,315,,,분양,사용승인,2016-02-05,2016-12-19,2018-12-21,2018-12-21,,2024-02-26,02-3404-3538,
화성시,더블유스페이스,37.2120392915,127.0970971803,경기도 화성시 영천동 847-8,경기도 화성시 동탄대로23길 101(영천동),준주거,3401.8,17812.25,B2/11,7244.7,,1769.63,8797.92,309,,,분양,사용승인,2019-02-20,2021-04-09,2022-10-19,2022-10-19,,2024-02-26,,
화성시,더챔버 라티파니,,,경기도 화성시 동탄2택지지구 지원40(B/L),,준주거,12697,82177.41,B2/20,28511.79,,7380.27,46285.35,350,,,분양,건설중,2021-11-30,2022-07-27,,,,2024-02-26,031-204-7700,
화성시,더퍼스트타워,37.2079130380,127.0977389498,경기도 화성시 영천동 652-5,경기도 화성시 동탄대로21길 10 (영천동),준주거,9659,57692.26,B3/20,23095.6,,5756.76,28839.9,250,,,분양,사용승인,2015-11-27,2016-01-28,2018-03-28,2018-03-28,,2024-02-26,02-3404-3589,
화성시,더퍼스트타워쓰리,37.2140598416,127.0948661328,경기도 화성시 영천동 836-1,경기도 화성시 동탄기흥로 602 (영천동),준주거,5406,32814.98,B3/17,13168.57,,3281.18,16365.23,180,,,분양,사용승인,2016-10-19,2017-02-07,2019-05-07,2019-05-07,,2024-02-26,,
화성시,더퍼스트타워투,37.2150969000,127.0949958361,경기도 화성시 영천동 835-1,경기도 화성시 동탄기흥로 614,준주거,9820,62954.87,B3/20,26614.74,,4903.22,31436.91,250,,,분양,사용승인,2016-10-10,2017-07-26,2019-12-03,2019-12-03,,2024-02-26,,
화성시,동익미라벨타워,37.2110197337,127.0941723696,경기도 화성시 영천동 839-2,경기도 화성시 동탄기흥로 560 (영천동),준주거,5996,37259.02,B3/15,16556.86,,2139.22,18562.94,278,,,분양,사용승인,2018-04-23,2018-08-07,2020-08-26,2020-08-26,3048601128,2024-02-26,02-783-6149,
화성시,동탄 GTOWER,,,경기도 화성시 동탄2택지지구 지원38-2(B/L),,준주거,5192,32066.31,B4/10,13525.79,,2293.78,16246.74,284,,,분양,건설중,2021-12-01,2022-03-23,,,1078185459,2024-02-26,02-6202-5129,
화성시,동탄 SK V1 CENTER,37.2099930246,127.0970742504,경기도 화성시 영천동 853-1,경기도 화성시 동탄순환대로 830 (영천동),준주거,13364,89807.22,B2/20,36715.59,,9121.4,43970.23,160,,,분양,사용승인,2016-03-31,2016-12-15,2019-01-29,2019-01-29,1208707104,2024-02-26,031-903-0916,
화성시,동탄 금강펜테리움 IT타워,37.2100124196,127.0922055192,경기도 화성시 영천동 832-2,경기도 화성시 동탄기흥로 557 (영천동),준주거,7550,43446.68,B3/20,20881.56,,1240.57,21324.55,250,,,분양,사용승인,2016-01-13,2016-04-20,2017-12-01,2017-12-01,2118181882,2024-02-26,02-3468-7766,
화성시,동탄 금강펜테리움IT타워4차,,,경기도 화성시 동탄2택지지구 지원50-1(B/L),,준주거,5509,29057.64,B3/15,15005.81,,1207.28,12844.55,420,,,분양,착공전,2022-04-27,,,,2118181882,2024-02-26,02-3468-7766,
화성시,동탄 엠타워,37.2141331105,127.0899630368,경기도 화성시 영천동 193-2번지,경기도 화성시 동탄첨단산업1로 51-9((영천동),준주거,10595,68886.69,B2/16,30694.79,,3593.01,34598.89,150,,,분양,사용승인,,,2019-11-26,2019-11-26,,2024-02-26,,
화성시,동탄 헤리엇 도규브,,,"경기도 화성시 동탄2택지지구 지원27-3, 4(B/L)",,준주거,7843,43288.18,B1/19,16932.72,,1802.37,24553.09,550,,,분양,건설중,2021-12-22,2022-09-20,,,1208184768,2024-02-26,02-3404-3599,
화성시,동탄IT타워,37.2097662875,127.0914066784,경기도 화성시 영천동 832-3,경기도 화성시 동탄순환대로 878 (영천동),준주거,3114,15355.96,B2/10,6194.81,,1529.32,7631.83,123,,,분양,사용승인,2015-09-04,2015-11-05,2017-02-13,2017-02-13,6928100244,2024-02-26,031-372-3607,
화성시,동탄금강펜테리움 IX타워,37.2110217235,127.0895177988,경기도 화성시 영천동 823-6,경기도 화성시 동탄첨단산업1로27((영천동),준주거,51801,286871.22,B3/38,117721.4,,28812.6,140337.22,1900,,,분양,사용승인,2018-03-02,2018-04-23,2021-06-01,2021-06-01,,2024-02-26,02-2190-9924,
화성시,동탄비즈타워,37.2154864015,127.0929199293,경기도 화성시 영천동 265-2번지,경기도 화성시 동탄첨단산업1로 63-12 (영천동),준주거,5668,30653.66,B2/10,12588.05,,3075.18,14990.43,160,,,분양,사용승인,,,2018-03-14,2018-03-14,,2024-02-26,,
화성시,동탄센테라아이티타워2,37.2107765886,127.0995382331,경기도 화성시 영천동 873-5,경기도 화성시 동탄대로 636-1 (영천동),준주거,2784,16362.52,B1/13,6632.73,,1554.49,8175.3,131,,,분양,사용승인,2017-01-16,2019-04-01,2020-10-28,2020-10-28,1208167944,2024-02-26,02-2190-9800,
화성시,동탄스위트시그니처타워,37.2140801423,127.0981795742,경기도 화성시 영천동 847-2,경기도 화성시 동탄대로 677-23,준주거,3671.9,18687.61,B2/10,7595.21,,1738.2,9354.2,299,,,분양,사용승인,2021-01-13,2021-04-01,2023-05-24,2023-05-24,,2024-02-26,,
화성시,동탄아이티밸리,37.2145005799,127.0998904819,경기도 화성시 영천동 846-3,경기도 화성시 동탄대로 677-10 (영천동),준주거,3012,14613.48,B2/9,6039.63,,1389.61,7184.24,155,,,분양,사용승인,2017-06-22,2017-07-07,2018-10-22,2018-10-22,4808800349,2024-02-26,,
화성시,동탄아이티밸리2,37.2147109376,127.1034734453,경기도 화성시 영천동 862-2,경기도 화성시 동탄대로 706(영천동),준주거,5508,29602.92,B2/11,12409.36,,3122.29,14071.27,400,,,분양,사용승인,2018-12-14,2019-04-03,2020-11-24,2020-11-24,1208707104,2024-02-26,02-3490-5889,
화성시,동탄역 메가비즈타워 A,37.2111370298,127.0995025178,경기도 화성시 영천동 873-1,경기도 화성시 동탄대로 646-2 (영천동),준주거,3012,16527.98,B2/12,6650.89,,1623,8254.09,150,,,분양,사용승인,2017-01-04,2017-03-01,2018-12-06,2018-12-06,1208707104,2024-02-26,,
화성시,동탄역 메가비즈타워 B동,37.2111217427,127.1003140486,경기도 화성시 영천동 873-2,경기도 화성시 동탄대로 646-4 (영천동),준주거,3245,17183.75,B3/15,6985.42,,1609.98,8588.35,218,,,분양,사용승인,2017-01-04,2017-03-06,2019-01-18,2019-01-18,,2024-02-26,,
화성시,동탄역 메가비즈타워 C동,37.2107702011,127.1003159028,경기도 화성시 영천동 873-4,경기도 화성시 동탄대로 636-3 (영천동),준주거,2970,15245.94,B2/14,6353.34,,1392.45,7500.15,150,,,분양,사용승인,2017-01-04,2017-04-03,2019-01-18,2019-01-18,2148634082,2024-02-26,,
화성시,동탄역센테라아이티타워,37.2111504773,127.0981500295,경기도 화성시 영천동 852-1,경기도 화성시 동탄대로 643 (영천동),준주거,2725,14120.11,B2/10,5678.04,,1412.89,7029.18,150,,,분양,사용승인,2017-06-02,2017-06-23,2019-04-24,2019-04-24,2158652007,2024-02-26,,
화성시,동탄우미뉴브,37.2109570886,127.0969451529,경기도 화성시 영천동 851,경기도 화성시 동탄대로23길 121,준주거,8505.9,49880.57,B1/21,20721.68,,2025.87,27133.03,296,,,분양,사용승인,2020-02-20,2020-11-05,2023-06-02,2023-06-02,3148162578,2024-02-26,02-6914-1553,
화성시,동탄케이밸리,37.2102259954,127.0914041997,경기도 화성시 영천동 832-1,경기도 화성시 동탄첨단산업1로 14 (영천동),준주거,3114,15259.33,B2/9,6107.36,,1525.29,7626.68,176,,,분양,사용승인,2016-04-14,2016-06-01,2018-01-10,2018-01-10,6928100244,2024-02-26,031-285-5762,
화성시,동탄코너원스마트타워,37.2140207791,127.1019555301,경기도 화성시 영천동 875-1,경기도 화성시 동탄영천로 131,준주거,4260,24252.31,B2/13,10574.56,,1750.42,11927.33,250,,,분양,사용승인,2019-05-09,2019-12-19,2021-09-24,2021-09-24,,2024-02-26,02-3490-5954,
화성시,루체스타비즈,37.2134823366,127.0946888929,경기도 화성시 영천동 836-2,경기도 화성시 동탄기흥로 594-7 (영천동),준주거,5102,31109.07,B2/14,12879.22,,2681.24,15548.61,176,,,분양,사용승인,2016-05-04,2017-01-16,2018-12-28,2018-12-28,,2024-02-26,02-6202-3000,
화성시,병점지식산업센터-1,,,경기도 화성시 화성병점복합타운지구 도시-1BL,,준주거,7412,34767.62,B2/12,15231.26,,500.98,19035.38,417,,,분양,착공전,2022-01-12,,,,,2024-02-26,02-3431-9000,
화성시,병점지식산업센터-2,,,경기도 화성시 화성병점복합타운지구 도시-2BL,,준주거,8031,36830.22,B2/13,16318.12,,313.2,20198.9,443,,,분양,착공전,2022-01-12,,,,,2024-02-26,02-3431-9000,
화성시,비전IT타워,37.2139050163,127.0997020276,경기도 화성시 영천동 848-1,경기도 화성시 동탄대로 677-5 (영천동),준주거,2980,15285.28,B2/10,6275.06,,1379.86,7630.36,164,,,분양,사용승인,2017-07-26,2017-09-15,2019-01-08,2019-01-08,2158652007,2024-02-26,02-3430-2088,
화성시,삼성어반타워,37.2107720852,127.0982083866,경기도 화성시 영천동 852-2,경기도 화성시 동탄대로 637 (영천동),준주거,2838,15239.56,B2/10,6212.7,,1547.02,7479.84,229,,,분양,사용승인,2016-12-30,2017-02-02,2018-06-20,2018-06-20,,2024-02-26,,
화성시,삼성테크노타워,37.2111544249,127.0913991934,경기도 화성시 영천동 831-1,경기도 화성시 동탄첨단산업1로 20 (영천동),준주거,2640,11905.09,B2/8,4825.8,,1163.12,5916.17,91,,,분양,사용승인,2015-12-04,2016-02-22,2017-04-19,2017-04-19,,2024-02-26,02-343-2088,
화성시,샹보르 ZOOM 타워,37.2144563209,127.1028098103,경기도 화성시 영천동 862-3,경기도 화성시 동탄대로 700(영천동),준주거,5508,29963.34,B2/12,11941.45,,2967.78,15054.11,312,,,분양,사용승인,2019-02-15,2019-07-04,2021-08-03,2021-08-03,2148634082,2024-02-26,031-495-5500,
화성시,서영아너시티,37.2117612818,127.1028577483,경기도 화성시 영천동 878-3,경기도 화성시 동탄영천로 101,준주거,2849,14312.23,B2/13,5996.16,,1161.2,7154.87,650,,,분양,사용승인,2019-06-12,2019-08-09,2021-06-28,2021-06-28,1298177721,2024-02-26,062-415-2301,
화성시,신동탄 헤센IT타워,,,경기도 화성시 반월지구 지원E1(B/L),경기도 화성시 반월지구 지원E1(B/L),준주거,7097,48219.71,B3/12,16221.94,,5538.95,26458.82,552,,,분양,건설중,2021-04-28,2022-01-12,,,,2024-02-26,02-2055-0000,
화성시,신영부동산신탁㈜,37.2168803875,126.8332776080,"경기도 화성시 남양읍 북양리 691-5, 691-6",,준주거,4053.4,24512.62,B2/7,11769.74,,3201.13,9541.75,,,,분양,착공전,2023-03-22,,,,,2024-02-26,,
화성시,아너스카이,37.2126254238,127.0971616858,경기도 화성시 영천동 847-6,경기도 화성시 동탄대로23길 93(영천동),준주거,3710,19779.5,B2/11,8001.98,,1999.5,9778.02,188,,,분양,사용승인,2019-03-27,2020-10-05,2022-04-12,2022-04-12,1208184768,2024-02-26,02-3404-3498,
화성시,에이팩시티,37.2087152359,127.0977234219,경기도 화성시 영천동 652-4,경기도 화성시 동탄순환대로 823 (영천동),준주거,11098,72072.83,B3/17,31907.88,,4277.39,35887.56,423,,,분양,사용승인,2015-09-23,2015-11-19,2017-11-28,2017-11-28,,2024-02-26,02-2112-6383,
화성시,우정스마트베이,37.1293549587,126.7977935383,경기도 화성시 우정읍 주곡리 1115번지,경기도 화성시 우정읍 쌍봉로 658(주곡리),계획관리,22776,8984,B1/4,19131,599.57,2675,4604,69,,,분양,사용승인,2016-09-12,2017-07-04,2018-10-26,2018-10-26,,2024-02-26,032-843-1554,
화성시,원희캐슬봉담,37.2190355771,126.9554588090,경기도 화성시 봉담읍 동화리 564번지,경기도 화성시 봉담읍 동화길 51,준주거,7598,4979,B2/7,14454,,11762,24953,236,,,분양,사용승인,2016-12-13,2017-04-01,2019-05-30,2019-05-30,3108600158,2024-02-26,031-216-5031,
화성시,으뜸U-테크밸리,37.2107878849,127.0922802367,경기도 화성시 영천동 834-2,경기도 화성시 동탄기흥로 559 (영천동),준주거,2408,12034.52,B2/9,4739.28,,1275.84,6019.4,85,,,분양,사용승인,2015-11-10,2016-01-13,2017-06-21,2017-06-21,,2024-02-26,031-571-8954,
화성시,이든 앤 스페이스,,,"경기도 화성시 동탄2택지지구 지원42-1,2,3,4,5(B/L)",,준주거,9471,49888.75,B2/15,23025.9,,1882.11,24980.74,739,,,분양,건설중,2021-08-24,2021-12-09,,,1208707104,2024-02-26,02-3490-5816,
화성시,현대 실리콘앨리 동탄,37.2160568938,127.1016405192,경기도 화성시 영천동 844-1,경기도 화성시 동탄영천로 150,준주거,36330.9,238551.15,B4/20,93591.91,,23096.11,121863.13,1240,,,분양,사용승인,2019-08-13,2020-03-23,2023-06-14,2023-06-14,,2024-02-26,02-3456-0000,
화성시,효성아이시티타워,37.2149341977,127.1001699597,경기도 화성시 영천동 846-1,경기도 화성시 동탄대로 677-12 (영천동),준주거,3667,19152.85,B2/12,7967.55,,1960.4,9224.9,350,,,분양,사용승인,2018-02-06,2018-03-06,2020-02-17,2020-02-17,,2024-02-26,031-376-2592,
양주시,META-X,,,"경기도 양주시 옥정동1007-1, 2",,준주거지역,11762.8,58611.54,B2/5,58611.54,,24541.37,2285.29,305,,1,,건설중,2022-05-26,2022-07-21,,,,2023-07-01,,
양주시,메가시티,,,경기도 양주시 옥정동1007-4,,준주거지역,8747.6,36960.69,B1/5,36960.69,,14852.84,1799.59,232,,1,,건설중,2022-07-15,2022-10-17,,,,2023-07-01,,
양주시,슈프림 더 브릭스 타워,,,경기도 양주시 옥정동1004-3,,준주거지역,9341.7,39067.62,B1/5,39067.62,,18420.64,465.72,255,,1,,건설중,2022-05-03,2022-07-18,,,,2023-07-01,,
양주시,양주 에코밸리 비즈타워,,,"경기도 양주시 덕정동 68-2,-4,-5,-6,-7,-10,-11, 69-6,-18,-22,70,산23-17,산24-2,-4",,일반공업지역,14689,98885,B1/11,98885,,44178.7,2710.47,600,,1,,착공전,2023-03-03,,,,,2023-07-01,,
양주시,양주옥정 아이테크엠,,,경기도 양주시 옥정동1024-6,,준주거지역,6254.9,30741.07,B2/5,30741.07,,15359.55,658.92,150,,1,,건설중,2022-05-30,2022-11-14,,,,2023-07-01,,
양주시,양주테크노시티,37.8168156964,126.9882041974,경기도 양주시 광적면 가납리 428,경기도 양주시 부흥로 847,준공업지역,11314,46390,B1/6,46390,,,,277,250,1,,사용승인,2009-03-12,2009-11-24,2011-10-19,2011-10-19,,2023-07-01,,
